BLEU	sacre_BLEU	sacre_CHRF2	sacre_TER
0.44	48.39	65.42	54.55
0.84	82.82	90.97	6.06
0.57	56.40	74.14	43.64
0.00	35.74	59.48	52.63
0.39	42.03	68.42	44.44
0.24	29.08	54.23	54.05
0.38	43.25	70.81	41.94
0.54	56.86	69.29	38.46
0.36	43.36	58.57	45.61
0.52	56.69	85.23	36.36
0.00	20.56	85.65	50.00
0.00	10.99	61.19	66.67
0.46	47.78	62.84	37.29
0.58	58.53	76.45	36.67
0.31	36.06	59.05	37.93
0.43	54.02	61.14	47.06
0.51	59.25	73.49	37.84
0.33	35.62	53.80	64.86
0.56	57.59	75.92	38.00
0.43	48.44	69.28	52.46
0.00	10.57	51.43	78.57
0.70	70.75	81.39	23.33
0.20	31.74	62.84	47.46
0.00	15.62	62.59	42.86
0.00	15.66	60.49	61.54
0.65	67.63	82.03	26.67
0.37	39.51	56.22	59.70
0.21	22.99	57.35	69.09
0.19	27.04	61.81	65.82
0.00	19.67	52.04	59.26
0.37	39.99	59.57	43.68
0.52	55.55	65.67	47.33
0.27	38.94	69.43	57.78
0.63	59.83	78.81	25.00
0.42	44.55	79.50	29.27
0.27	35.84	57.58	56.14
0.39	44.98	62.72	48.08
0.00	19.29	61.68	50.00
0.00	31.87	53.82	53.33
0.00	11.09	40.74	60.87
0.17	27.82	53.45	66.67
0.27	25.12	57.29	58.82
0.39	49.60	67.31	43.90
0.23	37.20	70.05	58.18
0.40	45.62	60.39	52.75
0.49	55.44	68.17	51.85
0.44	48.27	62.26	52.17
0.42	51.56	74.77	40.45
0.57	67.12	80.03	21.62
0.53	62.74	66.36	34.78
0.26	43.09	61.38	67.47
0.52	54.86	67.49	55.67
0.36	42.12	68.45	45.65
0.34	43.85	77.01	31.25
0.40	57.84	50.18	60.87
0.54	58.28	64.80	28.57
0.33	37.34	55.53	85.71
0.62	56.96	79.34	25.00
0.60	64.56	65.04	41.67
0.78	79.72	91.07	10.00
0.00	8.91	44.13	78.05
1.00	100.00	100.00	0.00
0.85	85.71	90.36	16.67
0.30	38.76	55.22	42.86
0.48	49.39	70.77	26.32
0.53	55.69	71.78	36.17
0.32	45.08	73.83	33.33
0.53	59.75	69.88	40.82
0.87	87.87	80.79	32.43
0.50	52.71	68.82	36.84
