BLEU	sacre_BLEU	sacre_CHRF2	sacre_TER
0.23	33.36	59.61	59.61
0.25	36.39	47.82	47.82
0.60	96.22	71.34	71.34
0.29	37.42	64.07	64.07
0.23	32.66	60.75	60.75
0.33	53.63	63.00	63.00
0.52	56.51	67.16	67.16
0.00	9.08	48.67	48.67
0.00	22.86	52.23	52.23
0.32	28.95	55.63	55.63
0.43	54.22	64.31	64.31
0.00	17.83	39.63	39.63
0.00	19.19	53.54	53.54
0.38	46.46	54.09	54.09
0.47	48.41	55.11	55.11
0.20	35.28	64.08	64.08
0.29	43.14	64.86	64.86
0.32	32.87	39.62	39.62
0.22	22.72	43.03	43.03
0.23	29.33	49.85	49.85
0.39	51.51	67.00	67.00
0.41	47.06	62.39	62.39
0.37	51.95	64.78	64.78
0.00	21.56	45.22	45.22
0.15	22.54	52.09	52.09
0.00	26.80	49.98	49.98
0.00	10.89	51.71	51.71
0.41	42.64	75.27	75.27
0.22	38.08	53.04	53.04
0.39	42.34	60.84	60.84
0.00	13.89	52.44	52.44
0.28	30.83	60.91	60.91
0.00	27.04	52.30	52.30
0.53	57.96	76.38	76.38
0.38	46.10	79.71	79.71
0.25	32.51	68.76	68.76
0.48	50.09	79.32	79.32
0.30	39.65	67.43	67.43
0.38	35.66	76.03	76.03
0.00	39.13	54.88	54.88
0.45	49.54	59.19	59.19
0.00	28.74	58.25	58.25
0.47	50.86	64.66	64.66
0.76	75.91	77.84	77.84
0.00	32.38	46.55	46.55
0.28	29.90	73.52	73.52
0.00	14.98	29.20	29.20
0.59	59.28	76.94	76.94
0.31	33.39	67.26	67.26
0.00	32.38	64.87	64.87
0.34	37.94	69.26	69.26
0.00	29.21	55.45	55.45
0.00	25.09	49.95	49.95
0.29	31.45	58.93	58.93
0.30	34.22	62.70	62.70
0.50	57.81	69.21	69.21
0.44	48.46	67.06	67.06
0.23	29.31	44.94	44.94
0.48	52.41	68.90	68.90
0.24	26.04	68.27	68.27
0.68	68.22	74.33	74.33
0.36	42.79	69.96	69.96
0.30	42.45	75.67	75.67
0.23	28.23	51.97	51.97
0.43	47.92	70.46	70.46
0.49	62.14	79.44	79.44
0.31	37.71	52.87	52.87
0.56	71.96	67.94	67.94
0.60	66.52	76.07	76.07
0.00	9.51	41.98	41.98
0.33	41.96	65.57	65.57
0.56	67.32	73.40	73.40
0.24	25.93	62.64	62.64
0.59	63.12	76.25	76.25
0.00	12.75	59.21	59.21
0.18	21.92	49.24	49.24
0.00	12.19	52.17	52.17
0.46	47.03	73.22	73.22
0.37	36.37	63.68	63.68
0.00	34.15	62.24	62.24
0.62	67.90	80.01	80.01
0.00	8.98	57.00	57.00
0.16	27.50	60.90	60.90
0.29	37.51	56.03	56.03
0.47	51.11	62.80	62.80
0.20	20.72	45.29	45.29
0.61	67.23	89.75	89.75
0.16	31.44	60.20	60.20
0.00	12.22	40.58	40.58
0.34	48.07	67.84	67.84
0.46	48.72	72.52	72.52
0.30	45.89	65.31	65.31
0.22	34.30	49.99	49.99
0.33	39.17	61.25	61.25
0.00	25.70	55.73	55.73
0.40	49.01	51.45	51.45
0.39	53.74	64.77	64.77
0.14	17.60	53.28	53.28
0.51	52.08	59.73	59.73
0.14	15.78	54.97	54.97
0.48	53.02	59.85	59.85
0.00	21.77	50.31	50.31
0.30	38.05	43.37	43.37
0.24	24.90	48.01	48.01
0.17	22.43	40.54	40.54
0.29	30.42	51.79	51.79
0.35	43.32	61.53	61.53
0.29	43.02	59.63	59.63
0.53	54.18	70.71	70.71
0.41	48.25	77.28	77.28
0.37	41.52	59.23	59.23
0.37	40.34	62.77	62.77
0.43	51.73	64.59	64.59
0.00	19.73	50.14	50.14
0.35	38.03	69.62	69.62
0.18	17.10	67.29	67.29
0.00	8.77	43.91	43.91
0.54	54.40	62.79	62.79
0.26	32.26	74.41	74.41
0.20	23.97	60.53	60.53
0.22	24.03	50.72	50.72
0.47	46.71	62.74	62.74
0.45	50.21	65.73	65.73
0.15	27.86	54.90	54.90
0.45	49.58	66.67	66.67
0.37	36.99	67.76	67.76
0.24	29.15	55.52	55.52
0.00	18.36	52.88	52.88
0.00	14.04	42.13	42.13
0.27	31.75	60.92	60.92
0.00	6.48	34.64	34.64
0.20	27.67	49.31	49.31
0.56	55.55	87.56	87.56
0.22	23.18	53.34	53.34
0.38	42.57	74.21	74.21
0.66	73.49	83.94	83.94
0.00	45.50	74.86	74.86
0.35	37.75	58.07	58.07
0.00	100.00	100.00	100.00
0.00	26.98	55.10	55.10
0.00	11.20	44.02	44.02
0.00	27.30	64.08	64.08
0.00	100.00	100.00	100.00
0.00	36.65	48.47	48.47
0.21	35.14	60.49	60.49
0.20	23.33	50.90	50.90
0.00	42.73	39.99	39.99
0.46	46.66	77.10	77.10
0.00	13.71	45.24	45.24
0.26	29.45	46.32	46.32
0.00	35.36	21.45	21.45
0.24	27.60	42.29	42.29
0.00	28.11	67.73	67.73
0.21	26.52	60.50	60.50
0.00	10.68	36.71	36.71
0.40	44.25	52.48	52.48
0.00	28.18	52.15	52.15
0.72	74.26	68.37	68.37
0.00	70.71	84.34	84.34
0.62	65.26	65.47	65.47
0.35	41.96	52.52	52.52
0.53	57.75	69.96	69.96
0.33	33.28	76.25	76.25
0.85	86.64	86.76	86.76
0.53	57.54	78.85	78.85
0.60	58.27	69.95	69.95
0.00	5.00	37.14	37.14
0.00	23.11	57.95	57.95
0.83	88.95	82.60	82.60
0.59	63.16	65.18	65.18
0.80	78.98	81.92	81.92
0.71	73.50	87.75	87.75
0.40	41.98	59.45	59.45
0.73	75.98	78.48	78.48
0.38	35.28	47.72	47.72
0.40	40.82	70.57	70.57
0.52	55.71	76.23	76.23
0.46	43.52	64.82	64.82
0.32	33.31	54.22	54.22
0.43	43.32	73.28	73.28
0.60	50.89	79.93	79.93
0.32	40.27	55.15	55.15
0.18	31.69	64.48	64.48
0.39	38.94	68.90	68.90
0.00	42.16	57.43	57.43
0.46	56.12	68.87	68.87
0.29	41.91	65.82	65.82
0.54	61.23	68.43	68.43
0.14	29.31	58.12	58.12
0.63	69.13	70.96	70.96
0.33	42.99	55.83	55.83
0.00	18.24	42.82	42.82
0.23	24.79	59.41	59.41
0.66	73.38	76.08	76.08
0.00	19.12	45.13	45.13
0.18	23.37	45.99	45.99
0.41	54.18	66.11	66.11
0.36	43.78	61.79	61.79
0.37	43.01	62.32	62.32
0.00	60.29	68.53	68.53
0.60	71.47	77.89	77.89
0.00	12.24	53.30	53.30
0.25	40.43	49.13	49.13
0.73	73.95	75.70	75.70
0.40	58.39	56.63	56.63
0.40	57.31	60.51	60.51
0.40	50.88	67.97	67.97
0.00	44.13	52.06	52.06
0.26	45.30	64.76	64.76
0.32	54.12	76.13	76.13
0.00	27.47	58.09	58.09
0.32	55.82	65.96	65.96
0.31	49.76	51.61	51.61
0.26	31.70	54.10	54.10
0.14	18.24	40.43	40.43
0.45	61.52	78.50	78.50
0.42	52.95	68.65	68.65
0.55	60.64	70.37	70.37
