BLEU	sacre_BLEU	sacre_CHRF2	sacre_TER
0.72	71.91	80.85	24.00
0.29	31.99	63.46	61.54
0.37	36.37	63.68	47.62
0.22	31.05	63.40	64.52
0.62	54.75	75.27	41.38
0.00	8.98	55.16	105.00
0.15	20.74	52.90	50.91
0.22	27.79	53.75	57.14
0.31	27.35	63.15	57.89
0.00	16.95	50.69	53.57
0.70	73.80	88.01	12.24
0.21	29.79	56.97	66.67
0.00	26.65	47.28	47.06
0.26	33.68	63.44	59.70
0.35	32.20	69.49	57.89
0.33	42.09	63.34	45.07
0.25	37.57	48.90	71.43
0.00	12.86	54.38	72.73
0.23	28.71	63.14	53.57
0.40	51.36	56.05	68.18
0.36	48.62	63.29	50.98
0.00	17.38	54.69	55.32
0.00	17.07	62.58	55.81
0.15	16.36	56.77	71.43
0.25	25.69	51.79	66.67
0.00	26.10	54.42	70.97
0.21	24.04	38.95	61.90
0.00	8.19	40.02	74.42
0.32	35.01	46.87	65.35
0.40	41.98	49.49	61.82
0.57	62.73	57.77	50.00
0.23	37.06	56.20	60.00
0.57	58.48	84.25	27.27
0.64	70.93	82.49	26.32
0.30	39.51	54.65	61.54
0.14	18.91	46.76	67.69
0.41	50.67	62.26	51.11
0.00	23.09	49.90	38.10
0.33	35.71	68.26	62.86
0.14	12.95	58.27	72.73
0.00	28.44	55.09	54.17
0.38	40.52	63.89	42.42
0.00	22.66	72.86	50.00
0.19	22.46	57.13	86.96
0.23	23.76	52.92	62.96
0.29	28.92	51.66	69.57
0.28	39.42	65.63	65.12
0.17	28.76	54.28	69.39
0.23	25.34	58.76	41.38
0.69	66.96	73.44	29.79
0.14	20.49	53.27	65.12
0.00	9.98	36.42	63.64
0.00	5.13	31.31	97.78
0.35	56.87	61.61	60.61
0.00	16.64	40.66	76.92
0.00	10.88	42.98	72.22
0.00	18.04	60.44	70.00
0.25	32.38	53.72	46.67
0.46	50.63	71.23	47.62
0.53	52.66	61.43	27.27
0.00	45.50	74.86	40.00
0.28	32.55	55.60	64.29
0.00	100.00	100.00	0.00
0.00	19.52	46.29	68.97
0.00	11.20	44.02	64.29
0.00	31.02	74.36	25.00
0.00	100.00	100.00	80.00
0.26	35.07	57.83	37.50
0.00	16.02	40.48	80.00
0.00	6.80	42.14	78.79
0.00	42.73	43.01	25.00
0.46	46.66	77.10	46.15
0.00	12.64	47.96	68.97
0.32	38.34	46.79	70.00
0.00	24.84	41.63	66.67
0.00	16.68	41.59	75.00
0.21	28.92	48.11	53.33
0.23	30.79	62.91	73.68
0.00	10.68	36.71	100.00
0.00	29.96	55.70	60.00
0.00	7.25	30.81	72.73
0.46	53.67	61.45	38.10
0.00	70.71	84.34	25.00
0.43	47.88	47.25	48.28
0.56	63.79	59.58	32.56
0.37	41.77	55.56	61.22
0.46	46.06	71.23	28.57
0.93	93.91	96.20	6.25
0.56	59.20	75.98	31.82
0.53	57.61	71.14	43.48
0.00	8.39	41.73	63.64
0.00	7.97	47.44	66.67
0.63	54.93	75.06	16.22
0.63	67.04	70.27	33.33
0.67	68.27	74.99	20.41
0.84	87.02	91.76	10.39
0.22	21.80	56.99	43.48
0.41	47.99	69.15	44.44
0.50	51.00	58.14	51.28
0.39	40.74	67.68	57.78
0.50	61.80	78.60	37.04
0.36	40.57	55.91	41.18
0.32	35.84	63.41	54.17
0.32	32.83	70.07	52.63
0.79	76.25	79.93	25.00
0.00	22.48	45.75	81.63
0.00	27.43	62.85	50.00
0.28	32.16	63.70	75.68
0.22	30.05	51.42	58.82
0.18	30.27	51.90	57.14
0.33	41.37	74.07	50.00
0.52	62.14	69.86	25.00
0.13	20.03	50.45	71.70
0.37	48.02	65.46	37.50
0.00	24.82	49.12	71.11
0.21	25.93	40.35	55.56
0.00	22.80	57.07	57.14
0.51	58.20	74.59	50.00
0.00	11.38	43.97	92.31
0.20	21.25	46.45	59.70
0.49	62.15	73.50	40.00
0.32	35.16	63.13	62.96
0.47	53.74	65.95	50.00
0.00	25.14	39.53	54.55
0.24	26.04	62.45	60.87
0.00	24.10	61.14	65.00
0.11	26.10	50.96	65.79
0.31	38.21	62.42	56.14
0.25	35.36	46.42	68.49
0.34	33.36	56.54	70.97
0.27	51.99	56.81	64.86
0.24	43.56	49.49	66.67
0.25	29.70	58.20	62.86
0.31	53.13	70.74	38.46
0.00	24.00	49.71	71.43
0.19	51.85	59.33	70.27
0.00	17.15	45.49	71.43
0.30	39.28	54.10	55.56
0.00	9.80	50.45	68.09
0.72	78.76	82.00	19.67
0.36	47.49	63.25	46.58
0.71	79.67	73.72	25.53
0.36	45.00	56.70	51.28
0.36	41.17	59.91	53.06
0.48	51.35	72.50	33.96
0.00	17.92	35.24	69.39
0.39	47.59	81.12	24.00
0.45	45.37	72.12	46.81
0.74	74.83	85.13	17.65
0.38	40.71	72.57	41.38
0.00	42.50	66.41	60.00
0.00	9.17	49.61	95.00
0.00	19.20	59.58	48.98
0.40	45.72	57.27	44.44
0.59	65.54	76.90	41.03
0.62	74.77	87.24	20.69
0.32	41.46	58.39	58.33
0.00	27.56	69.14	60.00
0.65	66.65	70.65	32.00
0.23	30.66	60.09	56.00
0.30	39.92	72.16	29.63
0.25	42.61	56.11	61.11
0.78	81.54	88.39	6.45
0.40	51.06	69.31	53.57
0.53	61.28	86.06	15.38
0.49	54.24	69.99	38.46
0.42	39.97	68.15	70.13
0.69	73.68	84.70	20.90
0.38	49.34	56.69	35.90
0.00	19.67	53.64	84.62
0.32	43.26	57.13	52.27
0.41	55.24	74.07	36.00
0.62	64.30	84.11	20.22
0.73	75.27	86.65	18.52
0.42	44.35	64.15	40.54
0.69	74.00	76.48	32.88
0.81	89.57	89.33	21.28
0.63	67.44	82.31	23.53
0.48	57.89	69.78	35.82
0.80	83.16	88.43	15.15
1.00	100.00	100.00	0.00
0.54	60.16	80.54	38.10
0.58	64.72	82.35	27.69
0.86	83.80	84.21	17.65
0.79	72.71	87.08	20.00
0.00	16.02	48.67	58.33
0.42	34.64	52.76	51.85
0.20	29.55	48.84	74.29
0.00	27.19	42.40	60.00
0.54	60.67	80.21	19.05
0.55	63.12	73.96	23.73
0.39	55.99	63.13	75.00
0.26	31.00	41.81	56.60
0.72	83.94	95.44	14.29
0.43	57.66	69.14	42.86
0.20	36.07	53.80	66.67
0.41	48.87	61.92	48.98
0.49	54.46	77.95	34.29
0.71	74.19	92.80	10.53
0.00	9.01	60.52	78.26
0.48	52.07	75.27	60.38
0.00	12.70	52.61	71.70
0.61	73.01	77.18	43.24
0.00	8.25	48.08	88.37
0.20	18.17	48.59	64.29
0.00	19.67	52.07	77.78
0.45	50.44	66.55	41.51
0.25	34.46	50.32	68.97
0.42	48.01	65.32	40.00
0.27	26.52	52.29	50.00
0.47	51.43	72.25	33.33
0.49	55.71	69.00	37.21
0.00	11.32	39.08	72.22
0.00	23.23	59.04	41.67
0.50	49.16	60.16	50.00
0.31	31.70	49.60	50.00
0.70	67.84	64.06	34.48
0.27	32.98	56.75	43.75
0.52	62.47	66.83	27.59
0.48	51.11	74.16	42.86
0.44	47.47	54.28	27.27
0.81	86.06	94.63	6.45
0.17	25.20	58.29	57.14
0.42	47.92	63.36	37.21
0.48	57.31	69.86	45.71
0.26	40.01	70.08	50.85
0.22	25.16	54.06	65.52
0.72	80.73	83.16	29.41
0.96	96.22	86.01	12.50
0.40	56.48	65.12	42.86
0.51	58.52	64.51	43.75
0.66	71.86	82.37	34.29
0.54	62.69	81.35	39.22
0.34	46.64	65.99	51.28
0.27	35.77	55.25	72.00
0.47	39.83	81.01	27.27
0.50	53.42	65.34	33.33
0.69	74.57	79.61	26.80
0.67	70.94	78.11	20.69
0.58	65.49	78.65	38.30
0.61	67.71	79.85	40.00
0.26	39.52	64.21	62.22
0.49	54.92	69.88	34.48
0.28	38.79	61.30	55.38
0.53	52.65	79.89	27.45
0.75	69.54	77.87	19.23
0.56	61.23	66.74	44.44
0.22	42.91	60.75	37.04
0.55	68.88	81.89	24.24
0.64	61.97	76.92	32.00
0.46	53.31	66.90	41.67
0.35	33.44	64.77	41.03
0.28	36.17	60.04	49.06
0.40	49.22	70.63	38.71
0.45	51.90	72.22	38.96
0.50	57.16	80.76	30.77
1.00	100.00	100.00	0.00
0.49	55.85	74.46	63.16
0.60	66.18	70.09	46.67
0.47	55.59	70.77	40.00
0.64	59.00	76.17	28.57
0.35	46.07	62.83	43.24
0.58	62.55	75.86	48.65
0.00	8.75	35.67	80.00
0.50	54.47	78.05	41.18
0.34	42.97	75.37	31.58
0.66	72.09	77.69	38.46
0.40	49.57	76.46	31.58
0.93	93.32	92.64	3.45
0.44	52.74	81.31	36.07
0.75	80.05	76.62	30.30
0.42	46.62	66.90	51.76
0.39	46.28	65.30	62.86
0.44	53.76	71.51	40.58
0.47	58.14	70.69	37.93
0.76	80.03	88.71	8.33
0.49	56.98	69.94	43.75
0.66	69.89	89.94	23.53
0.18	25.26	66.71	61.54
0.31	48.14	65.73	46.51
0.46	51.18	78.00	25.81
0.32	32.00	68.45	48.00
0.42	50.57	56.00	57.63
0.35	52.62	67.98	50.00
0.13	13.32	47.50	64.52
0.58	64.46	79.35	22.95
0.29	40.11	55.59	45.45
0.21	29.28	59.39	72.41
0.00	13.18	50.62	115.00
0.00	7.94	38.91	55.17
0.64	63.56	79.18	11.76
0.11	15.89	57.51	84.06
0.11	12.55	62.45	90.20
0.19	25.33	61.47	113.04
0.00	32.34	73.10	7.14
0.30	35.49	65.76	68.29
0.29	29.47	72.48	38.30
0.41	37.71	68.69	59.09
0.44	48.77	66.64	54.55
0.84	82.82	90.97	6.06
0.57	56.40	74.14	43.64
0.00	35.74	59.48	52.63
0.39	42.03	68.42	44.44
0.24	29.08	54.23	54.05
0.38	43.25	70.81	41.94
0.48	50.31	66.53	46.15
0.47	51.98	65.64	52.63
0.59	61.80	86.34	30.30
0.00	20.56	85.65	50.00
0.00	10.99	61.19	66.67
0.46	47.78	62.84	37.29
0.58	58.53	76.45	36.67
0.31	36.06	59.05	37.93
0.43	54.02	61.14	47.06
0.51	59.25	73.49	37.84
0.33	35.62	53.80	64.86
0.49	49.99	72.84	48.00
0.42	46.24	65.52	55.74
0.00	10.57	51.43	78.57
0.70	70.75	81.39	23.33
0.21	32.49	62.53	44.07
0.00	15.62	62.59	42.86
0.00	15.66	60.49	61.54
0.65	67.63	82.03	26.67
0.37	39.51	56.22	59.70
0.28	28.32	58.37	61.82
0.18	25.28	59.59	65.82
0.00	19.67	52.04	59.26
0.23	28.05	57.14	50.57
0.49	52.43	65.67	48.85
0.27	38.94	69.43	57.78
0.62	57.59	74.37	28.57
0.42	44.55	79.50	29.27
0.27	35.84	57.58	56.14
0.44	50.28	66.91	46.15
0.33	42.29	74.77	31.25
0.00	31.87	53.82	53.33
0.00	11.34	40.33	60.87
0.17	27.82	53.45	66.67
0.00	18.07	50.50	64.71
0.47	54.72	71.51	34.15
0.27	41.28	76.54	47.27
0.46	53.07	62.22	52.75
0.46	52.01	68.28	49.38
0.54	62.20	63.25	47.83
0.41	47.10	70.25	42.70
0.57	67.12	80.03	21.62
0.53	62.74	66.36	34.78
0.23	41.68	62.59	67.47
0.54	55.18	68.03	53.61
0.18	26.05	64.95	52.17
0.50	57.49	75.13	37.50
0.40	57.84	50.18	60.87
0.54	58.28	64.80	28.57
0.31	35.94	64.29	102.86
0.44	40.28	73.39	30.00
0.60	64.56	65.04	41.67
0.74	75.70	84.06	13.33
0.15	15.09	47.06	68.29
0.86	87.87	94.70	5.00
0.85	85.71	90.36	16.67
0.30	38.76	55.22	42.86
0.48	49.39	69.32	31.58
0.53	56.29	71.34	36.17
0.32	45.08	73.83	33.33
0.53	59.75	69.88	40.82
0.87	87.87	80.79	32.43
0.57	59.38	70.20	36.84
0.26	30.27	51.24	63.16
0.30	46.39	64.39	50.00
0.59	63.98	83.09	20.00
0.00	16.78	34.46	55.56
0.28	29.18	63.45	56.00
0.42	59.13	69.80	54.17
0.75	78.28	83.36	22.22
0.00	27.76	54.17	37.50
0.42	48.39	68.28	35.00
0.48	55.43	62.09	58.97
0.00	18.14	39.79	83.33
0.57	57.58	69.69	26.09
0.59	63.98	76.69	27.27
0.39	51.30	64.40	37.84
0.18	22.54	64.34	76.19
0.00	18.96	41.48	76.92
0.00	10.42	37.33	80.00
0.22	27.65	59.34	68.18
0.58	67.03	87.74	19.05
0.00	13.92	43.44	63.16
0.53	59.56	71.87	33.33
0.00	16.19	49.03	48.28
0.78	81.38	79.84	23.26
0.80	77.72	68.49	17.39
0.54	60.34	82.72	20.00
0.37	34.84	65.23	50.00
0.00	9.57	44.88	73.33
0.00	22.53	64.40	39.22
0.40	49.09	54.52	48.28
0.34	40.08	64.16	39.44
0.32	35.56	77.44	37.50
0.51	52.21	59.65	56.41
0.00	9.58	46.40	69.23
0.29	33.59	61.96	54.79
0.36	47.15	65.00	43.14
0.27	32.45	70.83	43.08
0.37	41.67	56.86	54.90
0.00	10.79	52.34	78.69
0.00	6.85	42.94	77.27
0.65	62.47	67.51	33.33
0.00	31.54	51.27	75.86
0.36	36.99	61.20	44.44
0.32	35.32	62.54	55.32
