Facebook-AI	Manifold	Nemo	NiuTrans	Online-A	Online-B	Online-G	Online-W	Online-Y	metricsystem1	metricsystem2	metricsystem3	metricsystem4	metricsystem5
0.4934131736526942	0.5027544910179634	0.4951596806387222	0.5115868263473049	0.5030239520958083	0.4981437125748498	0.4976447105788424	0.5011776447105788	0.4886227544910179	0.4928043912175643	0.50563872255489	0.5023153692614766	0.5044910179640719	0.5071956087824351
