Facebook-AI	Manifold	Nemo	NiuTrans	Online-A	Online-B	Online-G	Online-W	Online-Y	metricsystem1	metricsystem2	metricsystem3	metricsystem4	metricsystem5
0.4867664670658684	0.4991616766467066	0.4939520958083834	0.4952295409181637	0.4966067864271455	0.5105688622754487	0.5092814371257486	0.5003193612774447	0.5001397205588826	0.4941516966067855	0.503303393213573	0.494540918163673	0.4825748502994	0.4873153692614772
