BLEU	sacre_BLEU	sacre_CHRF2	sacre_TER
0.00	1.98	17.10	181.82
0.00	3.01	15.41	127.27
0.00	2.81	12.43	100.00
0.00	2.74	8.62	100.00
0.00	2.14	5.72	100.00
0.00	2.41	15.01	163.64
0.00	3.01	13.90	127.27
0.00	1.77	8.15	100.00
0.00	3.25	7.85	100.00
0.00	2.66	17.09	145.45
0.00	1.89	18.16	209.09
0.00	3.22	15.47	127.27
0.00	1.48	19.47	254.55
0.00	2.09	16.63	300.00
0.00	5.82	12.35	100.00
0.00	0.00	4.38	100.00
0.00	1.98	18.68	309.09
0.00	4.24	16.54	145.45
0.00	1.16	15.25	554.55
0.00	2.28	15.82	154.55
0.00	1.77	6.30	100.00
0.00	1.91	16.49	163.64
0.00	1.21	16.88	290.91
0.00	1.31	3.40	100.00
0.00	0.00	3.92	100.00
0.00	1.90	16.32	181.82
0.00	4.81	18.02	145.45
0.00	3.13	13.93	118.18
0.00	5.11	19.59	127.27
0.00	2.86	17.25	136.36
0.00	4.75	19.57	136.36
0.00	5.09	18.70	145.45
0.00	6.25	13.75	109.09
0.00	4.24	17.25	154.55
0.00	5.44	16.75	118.18
0.00	3.38	13.53	100.00
0.00	2.14	6.57	100.00
0.00	1.76	17.02	218.18
0.00	1.72	17.59	218.18
0.00	1.63	19.65	218.18
0.00	2.14	8.07	100.00
0.00	3.18	20.93	209.09
0.00	3.64	20.20	181.82
0.00	2.08	17.03	345.45
0.00	2.28	17.29	163.64
0.00	1.05	18.27	381.82
0.00	1.53	17.23	245.45
0.00	2.19	21.09	290.91
0.00	5.44	18.28	118.18
0.00	1.83	19.22	218.18
0.00	3.22	18.30	118.18
0.00	1.48	19.62	254.55
0.00	5.82	16.10	109.09
0.00	2.44	17.82	281.82
0.00	1.83	18.19	209.09
0.00	1.90	17.84	209.09
0.00	1.39	17.92	254.55
0.00	3.58	21.42	181.82
0.00	2.55	17.97	145.45
0.00	0.92	17.22	445.45
0.00	2.41	18.02	154.55
0.00	1.87	20.35	200.00
0.00	4.11	18.41	163.64
0.00	2.27	21.56	172.73
0.00	1.90	15.53	209.09
0.00	2.66	15.70	145.45
0.00	2.39	17.87	163.64
0.00	1.54	16.29	418.18
0.00	3.46	15.44	109.09
0.00	3.20	17.67	200.00
0.00	2.95	20.19	218.18
0.00	2.91	16.87	127.27
0.00	1.16	15.93	490.91
0.00	2.63	14.44	118.18
0.00	2.14	9.70	100.00
0.00	0.12	2.21	100.00
0.00	0.00	3.92	100.00
0.00	5.40	18.61	118.18
0.00	3.01	16.76	127.27
0.00	2.52	16.42	145.45
0.00	1.53	18.77	245.45
0.00	3.40	17.21	100.00
0.00	2.52	17.29	154.55
0.00	2.72	16.87	136.36
0.00	1.53	19.30	245.45
0.00	2.83	15.12	100.00
0.00	2.42	7.20	100.00
0.00	3.38	12.67	100.00
0.00	2.81	8.74	100.00
0.00	1.90	18.24	200.00
0.00	2.87	11.80	100.00
0.00	2.66	16.89	136.36
0.00	1.73	16.86	190.91
0.00	2.14	8.28	100.00
0.00	2.55	18.45	281.82
0.00	2.33	18.57	190.91
0.00	0.00	6.50	100.00
0.00	2.83	16.69	118.18
0.00	3.10	5.91	90.91
0.00	3.34	15.05	100.00
0.00	2.39	18.28	154.55
0.00	2.61	11.73	100.00
0.00	3.23	14.10	118.18
0.00	3.40	20.16	100.00
0.00	2.81	13.67	100.00
0.00	2.74	12.47	100.00
0.00	1.64	17.38	227.27
0.00	2.52	18.07	154.55
0.00	2.22	18.71	181.82
0.00	3.40	16.46	100.00
0.00	3.01	17.32	127.27
0.00	1.48	17.81	236.36
0.00	2.86	16.58	109.09
0.00	1.70	18.38	236.36
0.00	2.87	14.67	100.00
0.00	2.14	7.48	100.00
0.00	1.70	17.61	236.36
0.00	2.14	7.00	100.00
0.00	3.77	11.27	100.00
0.00	1.58	18.54	236.36
0.00	2.30	17.78	290.91
0.00	3.40	13.04	100.00
0.00	3.74	9.94	100.00
0.00	6.32	15.32	90.91
