Facebook-AI	Manifold	metricsystem1	metricsystem2	metricsystem3	metricsystem4	metricsystem5	Nemo	NiuTrans	Online-A	Online-B	Online-G	Online-W	Online-Y
63.82271468144044	78.005540166205	70.91412742382272	70.91412742382272	70.91412742382272	63.82271468144044	63.82271468144044	78.005540166205	63.82271468144044	63.82271468144044	70.91412742382272	63.82271468144044	63.82271468144044	70.91412742382272
