Facebook-AI	Manifold	metricsystem1	metricsystem2	metricsystem3	metricsystem4	metricsystem5	Nemo	NiuTrans	Online-A	Online-B	Online-G	Online-W	Online-Y
14.040156250000006	14.040136718750006	13.906503906250004	13.948808593750012	14.002070312499997	13.932929687499986	14.164960937499991	14.072421874999998	14.041230468750005	14.134628906249993	13.934707031250015	14.114980468750002	13.983457031250003	13.910703125000001
