Facebook-AI	Manifold	metricsystem1	metricsystem2	metricsystem3	metricsystem4	metricsystem5	Nemo	NiuTrans	Online-A	Online-B	Online-G	Online-W	Online-Y
2.7866015624999987	2.762734375000001	2.7786523437500006	2.7868749999999998	2.7892382812500003	2.7866015625	2.7975195312500025	2.8032812499999995	2.770410156250001	2.7694726562500005	2.7870703124999996	2.7594531250000016	2.8006835937500023	2.7862695312500017
