BLEU	sacre_BLEU	sacre_CHRF2	sacre_TER
0.00	1.83	17.60	190.91
0.00	3.01	15.53	127.27
0.00	6.34	13.83	90.91
0.00	2.74	9.08	100.00
0.00	2.14	5.72	100.00
0.00	2.55	14.09	154.55
0.00	3.01	13.61	127.27
0.00	1.77	8.15	100.00
0.00	2.74	7.62	100.00
0.00	2.66	16.18	145.45
0.00	1.89	17.98	209.09
0.00	2.66	16.73	145.45
0.00	2.59	19.87	254.55
0.00	1.98	16.41	318.18
0.00	5.82	12.35	100.00
0.00	0.00	6.66	100.00
0.00	2.03	19.22	290.91
0.00	4.05	17.48	136.36
0.00	1.25	16.39	518.18
0.00	2.16	16.57	154.55
0.00	1.77	7.63	100.00
0.00	2.63	14.23	118.18
0.00	1.21	17.35	290.91
0.00	1.31	3.40	100.00
0.00	0.00	3.92	100.00
0.00	1.90	16.32	181.82
0.00	4.81	18.39	145.45
0.00	3.13	13.93	118.18
0.00	5.11	20.57	127.27
0.00	2.86	16.87	136.36
0.00	4.75	18.86	136.36
0.00	5.40	18.27	136.36
0.00	5.11	14.63	118.18
0.00	4.48	17.95	145.45
0.00	3.92	19.39	172.73
0.00	3.38	13.65	100.00
0.00	1.77	7.10	100.00
0.00	1.83	16.43	209.09
0.00	1.87	17.89	200.00
0.00	1.69	19.27	209.09
0.00	3.25	12.96	100.00
0.00	3.18	20.88	209.09
0.00	3.82	20.75	172.73
0.00	2.03	16.26	354.55
0.00	2.28	17.42	145.45
0.00	1.00	18.82	400.00
0.00	1.53	17.23	254.55
0.00	2.24	19.20	281.82
0.00	5.44	18.28	118.18
0.00	1.76	18.90	227.27
0.00	3.22	18.35	118.18
0.00	1.48	19.45	254.55
0.00	5.82	12.96	109.09
0.00	2.30	17.91	290.91
0.00	1.76	18.22	218.18
0.00	1.90	17.76	209.09
0.00	1.28	17.31	281.82
0.00	3.92	20.57	172.73
0.00	2.55	16.47	145.45
0.00	0.96	17.23	427.27
0.00	2.41	18.32	154.55
0.00	1.96	19.26	190.91
0.00	3.92	19.15	172.73
0.00	2.27	21.06	172.73
0.00	1.90	15.86	209.09
0.00	2.52	15.96	154.55
0.00	2.27	18.33	172.73
0.00	1.54	16.56	427.27
0.00	2.66	15.71	136.36
0.00	3.48	17.42	190.91
0.00	2.85	20.45	227.27
0.00	2.91	16.86	127.27
0.00	1.18	16.14	481.82
0.00	2.45	15.42	127.27
0.00	2.14	9.70	100.00
0.00	0.12	2.21	100.00
0.00	0.00	3.92	100.00
0.00	5.40	17.13	118.18
0.00	2.83	16.61	136.36
0.00	2.39	17.56	154.55
0.00	1.53	18.77	245.45
