Facebook-AI	Manifold	metricsystem1	metricsystem2	metricsystem3	metricsystem4	metricsystem5	Nemo	NiuTrans	Online-A	Online-B	Online-G	Online-W	Online-Y
50.08474767791362	53.045266559696266	71.11121155280345	50.49153653189903	55.870189156817105	73.52934529593888	53.66900946914055	53.74132748762685	54.12099708467988	52.7469547334403	50.38757938032498	51.897218016226354	49.99435015480576	54.52778593866528
