Facebook-AI	Manifold	metricsystem1	metricsystem2	metricsystem3	metricsystem4	metricsystem5	Nemo	NiuTrans	Online-A	Online-B	Online-G	Online-W	Online-Y
62.03286582568896	57.75484330318068	31.415402948866546	63.519312052820126	28.687126028897065	67.56000774035174	27.587317481218783	51.69731539571708	58.58355029287852	57.75484330318068	50.413790956448054	45.58716699275524	55.55238068023583	46.825687910244014
