Facebook-AI	Manifold	metricsystem1	metricsystem2	metricsystem3	metricsystem4	metricsystem5	Nemo	NiuTrans	Online-A	Online-B	Online-G	Online-W	Online-Y
63.981404167235254	61.45067606069825	62.41508438492266	63.36952668585789	59.54872078881706	61.27369764011065	61.948538610503924	62.36232578312689	60.431787225770876	62.328469594927725	63.43766387825368	63.211425331568485	63.78425145242104	59.75650494046819
