BLEU	sacre_BLEU	sacre_CHRF2	sacre_TER
0.45	63.68	70.23	75.00
0.39	50.61	50.92	52.83
0.81	84.82	90.85	7.14
0.37	55.38	71.59	48.57
0.25	37.06	53.83	63.64
0.44	50.87	61.65	48.98
0.41	64.68	80.78	22.86
0.49	55.55	63.93	31.58
0.00	9.01	60.52	78.26
0.19	29.22	67.98	64.15
0.00	21.75	56.15	52.83
0.35	49.49	68.15	54.05
0.34	35.89	54.72	74.42
0.46	54.64	66.03	35.71
0.25	30.79	65.05	77.78
0.36	45.21	68.03	45.28
0.19	17.77	45.86	82.76
0.36	46.25	69.16	45.71
0.21	20.81	47.71	53.57
0.32	42.83	62.24	51.85
0.32	45.24	58.00	55.81
0.00	16.59	38.76	61.11
0.00	18.00	47.29	41.67
0.32	33.78	53.05	66.67
0.32	36.36	66.76	50.00
0.40	42.89	54.28	41.38
0.24	27.84	51.10	56.25
0.50	58.52	65.87	41.38
0.43	52.50	70.61	47.62
0.44	50.92	55.42	27.27
0.00	27.19	71.15	45.16
0.16	22.00	48.25	71.43
0.27	42.05	63.47	27.91
0.48	56.54	67.38	57.14
0.32	37.71	65.37	57.63
0.27	40.47	66.39	44.83
0.60	68.88	70.20	29.41
0.82	77.11	86.35	25.00
0.34	43.05	62.37	42.86
0.54	61.53	68.65	37.50
0.27	52.21	65.58	45.71
0.37	41.99	66.85	47.06
0.40	51.47	72.21	41.03
0.23	26.55	55.51	68.00
0.63	69.98	77.23	18.18
0.50	53.42	65.34	33.33
0.61	59.99	78.71	30.93
0.41	52.66	70.88	48.28
0.56	61.49	80.18	25.53
0.41	38.75	58.89	56.00
0.41	51.88	68.07	53.33
0.40	46.86	64.08	43.68
0.00	36.98	57.52	55.38
0.38	51.45	69.46	50.98
0.65	68.05	72.90	26.92
0.32	33.54	44.33	58.33
0.31	37.74	67.41	39.51
0.83	91.17	88.10	6.06
0.30	40.62	65.57	68.00
0.33	52.52	62.80	52.78
0.00	22.87	43.71	76.92
0.52	59.95	71.25	30.19
0.28	46.30	64.20	51.61
0.28	34.60	64.04	57.14
0.49	58.97	73.08	40.00
0.00	59.46	81.93	20.00
0.49	52.89	66.22	45.61
0.84	83.39	82.79	13.33
0.47	56.18	63.65	48.89
0.00	40.13	75.98	47.62
0.36	48.88	64.47	43.24
0.23	21.85	58.15	70.27
0.00	8.75	35.67	80.00
0.60	65.34	81.41	29.41
0.43	60.34	72.09	21.05
0.60	64.77	68.92	53.85
0.37	45.25	68.53	35.09
0.80	80.96	84.48	10.34
0.20	31.52	64.42	65.57
0.64	75.58	80.41	36.36
0.57	60.75	75.42	28.24
0.50	60.07	75.91	51.43
0.42	53.49	72.05	37.68
0.34	42.38	59.04	44.83
0.76	80.03	88.71	8.33
0.38	48.33	73.84	40.62
0.00	30.21	64.08	23.53
0.12	17.81	65.36	55.38
0.45	66.30	76.18	60.47
0.25	34.90	69.04	38.71
0.63	67.03	80.06	24.00
0.52	58.16	59.32	57.63
0.00	40.21	75.60	38.89
0.26	33.04	60.53	45.16
0.60	65.62	80.57	22.95
0.39	46.53	57.33	42.42
0.00	14.63	49.72	75.86
0.00	15.32	52.36	110.00
0.00	7.94	38.50	55.17
0.32	41.40	67.80	23.53
0.17	22.05	55.87	86.96
0.18	23.60	57.33	90.20
0.31	35.30	62.78	104.35
0.00	32.34	73.10	7.14
0.35	46.80	67.49	58.54
0.00	8.50	57.56	59.57
0.31	30.62	66.32	68.18
0.42	44.97	65.14	49.35
0.84	82.82	83.33	18.18
0.75	75.56	83.21	14.55
0.00	18.69	55.52	84.21
0.66	70.05	83.42	22.22
0.21	27.45	55.65	59.46
0.33	37.01	70.25	45.16
0.38	40.38	64.51	42.31
0.42	45.73	58.27	52.63
0.53	53.78	90.02	30.30
0.00	13.91	66.80	50.00
0.28	30.51	65.88	60.00
0.42	48.24	62.27	44.07
0.70	70.59	79.22	33.33
0.39	43.28	61.98	48.28
0.23	33.36	58.27	58.82
0.35	44.15	72.46	40.54
0.24	21.36	49.49	59.46
0.47	47.24	68.00	44.00
0.45	43.09	70.38	49.18
0.26	26.84	49.79	64.29
0.66	67.47	76.04	26.67
0.17	29.60	59.15	54.24
0.00	27.78	77.63	14.29
0.00	17.97	62.70	53.85
0.35	38.72	72.49	50.00
0.42	48.68	58.74	56.72
0.27	28.85	57.92	65.45
0.11	16.67	53.24	73.42
0.00	19.35	54.74	51.85
0.36	39.83	59.70	50.57
0.57	64.19	69.24	38.17
0.38	53.23	78.33	40.00
0.58	58.39	73.95	32.14
0.39	45.69	75.69	29.27
0.46	58.47	69.02	38.60
0.48	55.02	70.01	40.38
0.00	21.04	65.90	43.75
0.00	38.79	54.72	53.33
0.00	8.59	37.76	60.87
0.19	35.14	54.68	62.50
0.41	45.05	64.00	58.82
0.38	38.74	59.08	48.78
0.25	34.12	68.28	50.91
0.30	33.47	50.48	61.54
0.44	47.50	63.99	46.91
0.43	46.84	48.86	60.87
0.25	30.33	64.09	53.93
0.24	34.00	72.97	32.43
0.59	67.56	71.64	34.78
0.34	41.23	57.57	55.42
0.27	40.19	44.78	65.98
0.00	14.38	64.55	58.70
0.22	26.10	74.21	43.75
0.00	15.73	40.20	69.57
0.54	58.28	64.80	28.57
0.14	20.92	49.11	108.57
0.40	36.17	71.47	35.00
0.58	64.81	63.55	37.50
0.78	79.71	90.93	10.00
0.00	23.43	45.71	73.17
0.60	65.82	83.91	20.00
0.72	76.40	83.81	22.22
0.29	37.87	60.41	50.00
0.21	19.55	60.41	57.89
0.43	46.39	59.94	46.81
0.26	40.26	67.83	41.67
0.58	59.76	64.71	44.90
0.29	35.71	60.83	54.05
0.40	49.23	58.02	42.11
0.48	57.58	81.03	52.63
0.39	48.14	65.34	50.00
0.00	20.86	74.48	40.00
0.00	20.16	31.10	55.56
0.33	33.82	63.64	48.00
0.46	57.37	58.73	47.92
0.85	87.62	92.37	7.41
0.00	22.09	55.28	50.00
0.37	42.17	59.79	50.00
0.41	49.47	64.18	43.59
0.23	30.09	45.60	77.78
0.53	54.37	64.26	34.78
0.30	43.53	72.53	63.64
0.00	19.86	55.85	54.05
0.18	16.66	53.08	71.43
0.00	18.45	40.23	76.92
0.00	10.41	41.20	80.00
0.16	28.09	56.36	81.82
0.00	21.40	59.33	57.14
0.00	14.58	43.76	52.63
0.38	40.71	53.80	40.00
0.00	18.75	53.28	62.07
0.51	49.28	62.04	46.51
0.80	77.72	68.49	17.39
0.30	29.98	72.33	30.00
0.00	14.00	51.49	63.64
0.00	19.41	49.22	66.67
0.00	25.76	56.09	47.06
0.78	85.79	77.49	13.79
0.31	42.67	56.37	50.70
1.00	100.00	100.00	0.00
0.76	77.66	70.08	35.90
0.00	10.60	44.58	76.92
0.40	42.36	64.59	46.58
0.46	62.29	83.93	27.45
0.47	54.52	81.85	30.77
0.31	34.90	54.88	62.75
0.13	18.10	51.91	75.41
0.00	16.92	44.34	72.73
0.65	63.82	70.72	28.57
0.00	8.52	48.10	75.86
0.29	30.09	57.81	58.33
0.28	31.45	59.39	59.57
0.00	12.07	50.66	66.67
0.43	49.39	65.46	42.11
